[2026-05-22T09:17:50.568Z INFO  worker::batch_maker] Batch zW2nlJhJDcGp6qOygoRfrsK8VVw4y0ZRmjGCbqLc4UM= contains 500224 B
[2026-05-22T09:17:50.568Z INFO  network::reliable_sender] Connection to 136.118.77.161:5034: sent 508052 bytes
[2026-05-22T09:17:50.569Z INFO  network::reliable_sender] Connection to 136.109.104.208:5009: sent 508052 bytes
[2026-05-22T09:17:50.569Z INFO  network::reliable_sender] Connection to 35.227.54.147:5044: sent 508052 bytes
[2026-05-22T09:17:50.605Z INFO  network::reliable_sender] Connection to 34.21.159.42:5024: sent 508052 bytes
[2026-05-22T09:17:50.618Z INFO  worker::batch_maker] Batch qnVqWUfwq2V9Jj8HuVLmdTT8YMT5Ek21nM9/oHv4+x0= contains sample tx 18
[2026-05-22T09:17:50.618Z INFO  worker::batch_maker] Batch qnVqWUfwq2V9Jj8HuVLmdTT8YMT5Ek21nM9/oHv4+x0= contains 500224 B
[2026-05-22T09:17:50.619Z INFO  network::reliable_sender] Connection to 136.118.77.161:5034: sent 508052 bytes
[2026-05-22T09:17:50.619Z INFO  network::reliable_sender] Connection to 35.227.54.147:5044: sent 508052 bytes
[2026-05-22T09:17:50.620Z INFO  network::reliable_sender] Connection to 136.109.104.208:5009: sent 508052 bytes
[2026-05-22T09:17:50.636Z INFO  network::reliable_sender] Connection to 34.79.153.233:5029: sent 508052 bytes
[2026-05-22T09:17:50.636Z INFO  network::reliable_sender] Connection to 34.79.153.233:5029: sent 508052 bytes
[2026-05-22T09:17:50.637Z INFO  network::reliable_sender] Connection to 34.79.153.233:5029: sent 508052 bytes
[2026-05-22T09:17:50.637Z INFO  network::reliable_sender] Connection to 34.79.153.233:5029: sent 508052 bytes
[2026-05-22T09:17:50.639Z INFO  network::reliable_sender] Connection to 130.211.86.32:5004: sent 508052 bytes
[2026-05-22T09:17:50.639Z INFO  network::reliable_sender] Connection to 130.211.86.32:5004: sent 508052 bytes
[2026-05-22T09:17:50.640Z INFO  network::reliable_sender] Connection to 130.211.86.32:5004: sent 508052 bytes
[2026-05-22T09:17:50.643Z INFO  network::reliable_sender] Connection to 34.81.252.209:5014: sent 508052 bytes
[2026-05-22T09:17:50.647Z INFO  network::reliable_sender] Connection to 130.211.86.32:5004: sent 508052 bytes
